pl_discmethod	pl_pnum	st_metfe	pl_orbper	pl_orbeccen	pl_orbincl	pl_bmassj	pl_bmassprov	pl_radj	pl_dens	st_teff	st_mass	st_rad	st_logg	st_lum	st_dens	st_metfe
Transit	1	0.03	4.79028459					0.099		5612	0.95	0.93	4.49			0.03
Transit	1	0	38.6715075					0.244		5688	0.96	0.97	4.46			0
Transit	1	0.03	8.3265153					0.171		6083	1.11	1.17	4.35			0.03
Transit	1	-0.04	2.94902905					0.123		4904	0.78	0.74	4.6			-0.04
Transit	1	0.12	13.15141081					0.17		6231	1.29	1.59	4.14			0.12
Transit	1	-0.03	42.1917357					0.182		5544	0.92	0.89	4.51			-0.03
Transit	1	0.05	4.33946454					0.149		5500	0.93	0.9	4.5			0.05
Transit	1	-0.59	2.85234897					0.114		3658	0.35	0.34	4.93			-0.59
Transit	1	-0.09	17.6700642					0.164		5683	0.95	0.94	4.47			-0.09
Transit	1	-0.26	108.593329					0.154		5798	0.92	0.93	4.46			-0.26
Transit	1	0.04	5.12330347					0.175		5664	0.97	0.95	4.47			0.04
Transit	1	0.04	61.6178167					0.326		5543	0.94	0.91	4.5			0.04
Transit	1	-0.06	5.45298175					0.071		5403	0.9	0.81	4.57			-0.06
Transit	1	0.05	3.53232449					0.142		5851	1.03	1.04	4.42			0.05
Transit	1	-0.01	62.8916228					0.21		5298	0.87	0.83	4.55			-0.01
Transit	1	-0.02	11.55562343					0.176		5569	0.93	0.9	4.5			-0.02
Transit	1	-0.1	17.13263989					0.236		5281	0.84	0.81	4.56			-0.1
Transit	1	0.02	76.957857					0.165		5656	0.96	0.94	4.47			0.02
Transit	1	0.03	2.36172433					0.146		4512	0.72	0.68	4.63			0.03
Transit	1	0.05	23.9210791					0.196		6807	1.5	1.84	4.08			0.05
Transit	1	0.04	3.17060005					0.152		5582	0.95	0.92	4.49			0.04
Transit	1	0.05	0.81316672					0.106		5550	0.94	0.91	4.5			0.05
Transit	1	-0.08	24.0862707					0.247		4850	0.76	0.73	4.61			-0.08
Transit	1	0.04	2.34451194					0.073		5791	1.01	1.07	4.38			0.04
Transit	1	0.02	18.3027248					0.131		5685	0.97	0.96	4.46			0.02
Transit	1	-0.03	17.14647302					0.178		5753	0.98	0.96	4.47			-0.03
Transit	1	-0.13	3.97076766					0.125		5064	0.79	0.75	4.59			-0.13
Transit	1	-0.06	2.3522658					0.11		4692	0.74	0.7	4.62			-0.06
Transit	1	0.11	10.62784997					0.233		5941	1.09	1.14	4.36			0.11
Transit	1	-0.02	1.10446351					0.151		5054	0.81	0.77	4.58			-0.02
Transit	1	0.02	3.73089898					0.128		5833	1.02	1.01	4.43			0.02
Transit	1	0.01	2.78786839					0.091		4754	0.76	0.72	4.61			0.01
Transit	1	-0.11	65.6478424					0.198		5470	0.88	0.85	4.53			-0.11
Transit	1	-0.25	1.64680191					0.078		3964	0.55	0.53	4.73			-0.25
Transit	1	0.03	1.75583533					0.154		5470	0.91	0.88	4.52			0.03
Transit	1	0.04	33.469743					0.181		5842	1.03	1.03	4.43			0.04
Transit	1	0.02	11.89520511					0.118		5778	1	1	4.44			0.02
Transit	1	0.05	4.45743164					0.097		4679	0.76	0.71	4.62			0.05
Transit	1	0.18	13.5396293					0.209		6203	1.41	1.95	4.01			0.18
Transit	1	0.04	22.70816791					0.211		6217	1.19	1.28	4.3			0.04
Transit	1	0.01	7.97034958					0.191		5519	0.92	0.89	4.51			0.01
Transit	1	-0.35	10.71252541					0.19		4253	0.59	0.57	4.7			-0.35
Transit	1	-0.03	32.5637069					0.197		5390	0.89	0.84	4.54			-0.03
Transit	1	0.02	6.11786898					0.092		6302	1.22	1.35	4.26			0.02
Transit	1	-0.03	3.97599768					0.1		5183	0.85	0.79	4.57			-0.03
Transit	1	0.05	9.478522					0.138		6080	1.13	1.18	4.34			0.05
Transit	1	-0.02	33.2406882					0.151		5446	0.9	0.86	4.53			-0.02
Transit	1	-0.05	1.00393374					0.153		4971	0.79	0.75	4.6			-0.05
Transit	1	0.13	55.8226539					0.223		5157	0.87	0.82	4.56			0.13
Transit	1	0.26	6.11009134					0.084		6191	1.24	1.23	4.35			0.26
Transit	1	-0.09	9.98969327					0.215		5069	0.8	0.76	4.58			-0.09
Transit	1	-0.01	1.44259224					0.228		7044	1.58	1.95	4.05			-0.01
Transit	1	-0.04	26.0204423					0.285		5558	0.92	0.89	4.51			-0.04
Transit	1	0	0.7698536					0.079		5252	0.86	0.82	4.55			0
Transit	1	-0.04	6.89225223					0.142		5936	1.04	1.04	4.42			-0.04
Transit	1	-0.04	37.94563					0.267		5453	0.9	0.86	4.53			-0.04
Transit	1	-0.01	24.1738579					0.219		5844	1.01	1.02	4.42			-0.01
Transit	1	0.02	106.247547					0.17		5712	0.98	0.97	4.46			0.02
Transit	1	-0.05	31.80634					0.095		4990	0.8	0.75	4.59			-0.05
Transit	1	-0.03	2.68505749					0.118		5212	0.84	0.81	4.56			-0.03
Transit	1	0	16.8601286					0.178		6077	1.09	1.14	4.36			0
Transit	1	0.03	4.89337519					0.14		6176	1.17	1.3	4.27			0.03
Transit	1	0.01	11.17394617					0.215		5924	1.04	1.05	4.41			0.01
Transit	1	0.04	28.5057189					0.252		5765	1	0.99	4.45			0.04
Transit	1	-0.04	53.5991044					0.239		5983	1.05	1.07	4.41			-0.04
Transit	1	-0.04	104.3518976					0.119		5622	0.96	0.87	4.54			-0.04
Transit	1	0	16.07677615					0.199		5635	0.95	0.93	4.49			0
Transit	1	-0.01	18.87064068					0.233		5975	1.06	1.09	4.39			-0.01
Transit	1	0	17.1369543					0.186		5913	1.04	1.06	4.4			0
Transit	1	0.08	3.78858982					0.158		6012	1.11	1.16	4.36			0.08
Transit	1	-0.02	10.45843441					0.119		4730	0.76	0.72	4.62			-0.02
Transit	1	-0.08	5.60014851					0.135		5308	0.85	0.81	4.56			-0.08
Transit	1	-0.16	25.2034787					0.211		5438	0.86	0.83	4.55			-0.16
Transit	1	0.12	2.83265213					0.118		5908	1.08	1.21	4.31			0.12
Transit	1	0	16.22371307					0.135		5590	0.94	0.92	4.49			0
Transit	1	-0.25	8.49642241					0.186		4965	0.74	0.71	4.61			-0.25
Transit	1	0	66.1849031					0.199		5756	0.98	0.97	4.46			0
Transit	1	0.06	2.03231845					0.112		4708	0.78	0.72	4.62			0.06
Transit	1	0.03	7.6847716					0.131		5517	0.93	0.9	4.5			0.03
Transit	1	-0.27	15.0447198					0.103		5889	0.94	1.17	4.27			-0.27
Transit	1	0.07	4.4379629		88.796	0.432	Mass	1.754	0.11	5947	1.17	1.48	4.17			0.07
Transit	1	0.04	1.11854972					0.095		4612	0.74	0.7	4.63			0.04
Transit	1	0.03	15.18725932					0.204		6177	1.15	1.24	4.32			0.03
Transit	1	0.06	28.6851324					0.262		5834	1.03	1.04	4.42			0.06
Transit	1	0.01	0.58800076					0.095		4105	0.64	0.61	4.67			0.01
Transit	1	0.06	85.7350285					0.272		5825	1.03	1.03	4.42			0.06
Transit	1	-0.04	1.07839035					0.126		5226	0.84	0.81	4.56			-0.04
Transit	1	0.07	1.21699766					0.146		4877	0.8	0.75	4.6			0.07
Transit	1	0.05	13.68237119					0.145		5909	1.06	1.06	4.41			0.05
Transit	1	-0.03	11.08507637					0.207		5001	0.8	0.76	4.59			-0.03
Transit	1	0.12	25.369116					0.135		6210	1.23	1.38	4.24			0.12
Transit	1	0.04	8.07124073					0.152		5568	0.94	0.92	4.49			0.04
Transit	1	-0.08	11.01816836					0.227		5705	0.96	0.94	4.48			-0.08
Transit	1	0.03	12.94130146					0.191		6051	1.1	1.15	4.36			0.03
Transit	1	0.13	5.34982412					0.106		6050	1.14	1.21	4.33			0.13
Transit	1	0.05	18.82634264					0.211		5130	0.85	0.8	4.57			0.05
Transit	1	0.01	4.76703963					0.109		5616	0.95	0.93	4.48			0.01
Transit	1	0.03	4.37034536					0.124		5743	0.99	0.98	4.46			0.03
Transit	1	0.07	2.03232507					0.178		5905	1.06	1.08	4.4			0.07
Transit	1	-0.02	22.9221266					0.128		5986	1.06	1.1	4.38			-0.02
Transit	1	0.05	16.10467749					0.189		5944	1.25	1.94	3.97			0.05
Transit	1	-0.04	7.42693741					0.136		5842	1	0.99	4.45			-0.04
Transit	1	0.09	12.00096042					0.168		5194	0.87	0.82	4.55			0.09
Transit	1	-0.04	1.91694425					0.07		5239	0.84	0.8	4.56			-0.04
Transit	1	0.04	16.301259					0.109		4870	0.8	0.75	4.6			0.04
Transit	1	0.14	13.32351601					0.119		6155	1.18	1.22	4.34			0.14
Transit	1	0.01	7.01075434					0.162		6140	1.13	1.19	4.34			0.01
Transit	1	-0.08	17.2923453					0.129		5923	1.02	1.02	4.43			-0.08
Transit	1	-0.04	94.2887577					0.204		5747	0.97	0.95	4.47			-0.04
Transit	1	-0.18	0.57736958					0.137		5063	0.78	0.74	4.59			-0.18
Transit	1	-0.06	86.828989					0.125		3784	0.54	0.51	4.75			-0.06
Transit	1	0.01	9.95661537					0.242		5961	1.06	1.08	4.4			0.01
Transit	1	0.06	10.41725184					0.127		5778	1.01	1	4.44			0.06
Transit	1	0.06	26.7839183					0.172		5471	0.92	0.89	4.51			0.06
Transit	1	0.02	45.1263042					0.232		6198	1.16	1.25	4.3			0.02
Transit	1	0.01	11.94014029					0.251		4967	0.8	0.76	4.59			0.01
Transit	1	0.01	4.16055856					0.07		5541	0.93	0.9	4.5			0.01
Transit	1	-0.09	31.0571618					0.191		5337	0.86	0.82	4.55			-0.09
Transit	1	0.12	84.5733226					0.255		5472	0.94	0.9	4.5			0.12
Transit	1	0.05	4.14787559					0.172		6386	1.3	1.48	4.21			0.05
Transit	1	0.22	5.19104016					0.259		6564	1.4	1.57	4.2			0.22
Transit	1	0.04	4.8663815					0.103		5682	0.98	0.96	4.47			0.04
Transit	1	-0.09	18.5525701					0.235		5261	0.84	0.8	4.56			-0.09
Transit	1	-0.05	13.62798432					0.202		4895	0.77	0.74	4.6			-0.05
Transit	1	0.01	16.8320729					0.156		5667	0.96	0.94	4.48			0.01
Transit	1	0.05	3.70428172					0.12		6680	1.46	1.77	4.1			0.05
Transit	1	-0.03	11.32271513					0.121		4611	0.73	0.69	4.63			-0.03
Transit	1	-0.05	13.71220213					0.208		5303	0.86	0.82	4.55			-0.05
Transit	1	0.24	7.46725407					0.105		6149	1.21	1.21	4.36			0.24
Transit	1	0.06	24.3347127					0.212		6202	1.19	1.28	4.29			0.06
Transit	1	0.04	2.60754383					0.171		5717	0.99	0.98	4.46			0.04
Transit	1	-0.04	45.0904643					0.164		5545	0.92	0.89	4.51			-0.04
Transit	1	0.03	15.0540329					0.149		5949	1.06	1.09	4.38			0.03
Transit	1	-0.14	68.8861915					0.119		5850	0.97	1.1	4.33			-0.14
Transit	1	0.02	36.2919336					0.207		6018	1.08	1.12	4.37			0.02
Transit	1	0.05	12.4127754					0.133		6129	1.17	1.36	4.23			0.05
Transit	1	-0.09	2.66831376					0.136		5502	0.9	0.87	4.52			-0.09
Transit	1	-0.07	0.98494017					0.077		5839	0.99	0.99	4.45			-0.07
Transit	1	-0.07	0.66308526					0.128		5053	0.8	0.77	4.58			-0.07
Transit	1	0.01	19.1187753					0.158		5961	1.06	1.08	4.39			0.01
Transit	1	0.03	48.4308991					0.202		5006	0.82	0.77	4.58			0.03
Transit	1	-0.02	8.67900242					0.162		5771	0.99	0.98	4.45			-0.02
Transit	1	-0.03	4.55139967					0.102		5213	0.84	0.8	4.56			-0.03
Transit	1	-0.02	0.96852602					0.105		5791	0.99	0.98	4.45			-0.02
Transit	1	-0.1	6.49441289					0.12		4630	0.71	0.69	4.63			-0.1
Transit	1	-0.07	28.474748					0.23		5044	0.8	0.76	4.59			-0.07
Transit	1	0.07	13.0313945					0.269		6096	1.15	1.2	4.33			0.07
Transit	1	0.05	40.9903986					0.181		5904	1.06	1.09	4.38			0.05
Transit	1	0.07	37.3331536					0.145		5998	1.1	1.15	4.36			0.07
Transit	1	-0.02	6.03356196					0.296		5047	1.28	3.38	3.49			-0.02
Transit	1	-0.01	3.0255955					0.132		6143	1.13	1.23	4.31			-0.01
Transit	1	0.06	51.1309704					0.211		5926	1.06	1.09	4.39			0.06
Transit	1	0.03	28.625653					0.222		5566	0.94	0.91	4.5			0.03
Transit	1	0.11	6.98152703					0.127		6179	1.45	2.17	3.93			0.11
Transit	1	0.04	3.65691115					0.132		6296	1.23	1.36	4.26			0.04
Transit	1	-0.02	12.5720095					0.106		6188	1.14	1.21	4.33			-0.02
Transit	1	-0.01	40.8365012					0.143		5578	0.94	0.92	4.49			-0.01
Transit	1	0.02	3.23941344					0.09		6074	1.11	1.16	4.35			0.02
Transit	1	0.06	23.4774101					0.156		6221	1.21	1.33	4.26			0.06
Transit	1	0.04	66.5579057					0.167		6227	1.2	1.32	4.28			0.04
Transit	1	-0.04	3.11602791					0.146		5353	0.87	0.83	4.55			-0.04
Transit	1	0.01	2.13194651					0.138		5504	0.92	0.89	4.51			0.01
Transit	1	0.04	12.9460978					0.17		6175	1.16	1.25	4.31			0.04
Transit	1	0.03	0.66407381					0.108		5123	0.84	0.79	4.57			0.03
Transit	1	0.16	14.7967458					0.087		6170	1.2	1.28	4.3			0.16
Transit	1	0.03	11.25402929					0.192		5753	1	0.98	4.45			0.03
Transit	1	-0.05	11.47685909					0.137		5715	0.96	0.94	4.48			-0.05
Transit	1	0.14	2.76122421					0.1		6132	1.2	1.29	4.29			0.14
Transit	1	0.02	7.99019627					0.136		6080	1.1	1.17	4.35			0.02
Transit	1	-0.02	4.69500134					0.127		5660	0.95	0.93	4.49			-0.02
Transit	1	-0.04	8.63043276					0.148		5216	0.84	0.8	4.56			-0.04
Transit	1	0.08	3.27646405					0.162		5556	0.95	0.93	4.49			0.08
Transit	1	0	5.57654784					0.087		6241	1.18	1.28	4.29			0
Transit	1	-0.03	115.6862258					0.285		5776	0.99	0.97	4.46			-0.03
Transit	1	0.04	3.81371974					0.138		5486	0.92	0.89	4.51			0.04
Transit	1	-0.04	8.3839865					0.081		5359	0.87	0.83	4.55			-0.04
Transit	1	-0.04	1.68189002					0.087		5818	0.99	0.99	4.45			-0.04
Transit	1	0.13	7.12811928					0.117		6339	1.45	2	4			0.13
Transit	1	-0.01	19.9400874					0.266		5609	0.94	0.91	4.5			-0.01
Transit	1	0.05	22.2419092					0.122		6130	1.29	1.79	4.04			0.05
Transit	1	0.01	9.08237046					0.125		5188	0.85	0.81	4.56			0.01
Transit	1	0.04	8.83922659					0.128		5236	0.86	0.82	4.55			0.04
Transit	1	0.04	7.56127224					0.127		5771	1.01	1	4.44			0.04
Transit	1	-0.05	16.1288853					0.204		5259	0.85	0.81	4.56			-0.05
Transit	1	0.01	13.5630972					0.168		5701	0.97	0.96	4.47			0.01
Transit	1	0	16.29595382					0.17		5727	0.98	0.97	4.45			0
Transit	1	0.06	18.01621096					0.22		5884	1.06	1.08	4.39			0.06
Transit	1	-0.13	2.10433812					0.046		3468	0.35	0.34	4.92			-0.13
Transit	1	-0.03	28.8432647					0.211		5235	0.85	0.8	4.56			-0.03
Transit	1	-0.07	0.67933627					0.128		5549	0.91	0.88	4.51			-0.07
Transit	1	-0.02	5.44832529					0.187		5719	0.99	0.92	4.51			-0.02
Transit	1	0	3.83309118					0.157		5453	0.92	0.85	4.54			0
Transit	1	-0.22	5.42474928					0.456		4188	0.6	0.59	4.68			-0.22
Transit	1	0.07	0.84338011					0.123		4861	0.8	0.75	4.6			0.07
Transit	1	0.03	87.9732136					0.316		5884	1.04	1.12	4.36			0.03
Transit	1	-0.01	0.56887443					0.139		5144	0.83	0.79	4.57			-0.01
Transit	1	-0.01	213.257663					0.277		4598	0.73	0.7	4.62			-0.01
Transit	1	0.44	2.88676265					0.12		3655	0.56	0.54	4.73			0.44
Transit	1	0.1	0.86838653					0.152		4817	0.8	0.74	4.6			0.1
Transit	1	-0.07	0.96286738					0.144		5488	0.9	0.87	4.52			-0.07
Transit	1	0.02	0.92990668					0.136		6169	1.18	1.4	4.21			0.02
Transit	1	0.05	4.11584468					0.135		4776	0.78	0.73	4.61			0.05
Transit	1	0.01	33.8786838					0.255		5550	0.93	0.91	4.5			0.01
Transit	1	0.02	42.3514267					0.373		6725	1.45	1.74	4.12			0.02
Transit	1	-0.03	14.88801098					0.161		5885	1.02	1.03	4.42			-0.03
Transit	1	0	4.52158888					0.087		5780	1	0.99	4.44			0
Transit	1	0.02	9.33646594					0.194		4500	0.72	0.69	4.62			0.02
Transit	1	0.08	10.10769068					0.147		5608	0.97	0.94	4.48			0.08
Transit	1	0.05	0.78916165					0.094		4508	0.72	0.69	4.63			0.05
Transit	1	0	11.87456832					0.122		5581	0.95	0.9	4.51			0
Transit	1	-0.04	109.6471842					0.251		5628	0.94	0.92	4.49			-0.04
Transit	1	-0.03	15.64591713					0.204		5614	0.94	0.91	4.5			-0.03
Transit	1	-0.07	6.26406846					0.129		4903	0.77	0.74	4.6			-0.07
Transit	1	-0.09	24.4002549					0.215		4523	0.7	0.67	4.64			-0.09
Transit	1	0	0.93511806					0.082		5909	1.04	1.05	4.41			0
Transit	1	0.01	1.34155513					0.063		5586	0.94	0.93	4.47			0.01
Transit	1	0.07	0.66502692					0.138		6331	1.27	1.42	4.24			0.07
Transit	1	0.19	132.9968322					0.267		4662	0.79	0.72	4.62			0.19
Transit	1	0.03	2.21571036					0.148		5527	0.93	0.9	4.51			0.03
Transit	1	-0.16	3.35183158					0.172		5759	0.95	0.93	4.48			-0.16
Transit	1	0.06	4.7683049					0.164		5981	1.09	1.13	4.37			0.06
Transit	1	0.04	44.6169557					0.211		6449	1.32	1.55	4.18			0.04
Transit	1	0.04	3.40165668					0.141		6133	1.14	1.21	4.33			0.04
Transit	1	-0.11	14.00947528					0.092		5193	0.82	0.79	4.57			-0.11
Transit	1	-0.01	27.5722742					0.173		5911	1.04	1.04	4.42			-0.01
Transit	1	0.03	2.12823928					0.062		6086	1.16	1.28	4.29			0.03
Transit	1	-0.03	0.91614077					0.058		4439	0.7	0.67	4.64			-0.03
Transit	1	0	1.87788275					0.079		6118	1.11	1.16	4.35			0
Transit	1	-0.06	24.7543966					0.161		4776	0.76	0.72	4.61			-0.06
Transit	1	0.03	76.613377					0.265		6168	1.16	1.24	4.31			0.03
Transit	1	-0.04	1.28958811					0.13		5352	0.88	0.83	4.55			-0.04
Transit	1	-0.02	0.63400294					0.136		5106	0.82	0.78	4.58			-0.02
Transit	1	-0.06	3.0091324					0.114		5597	0.93	0.9	4.5			-0.06
Transit	1	-0.08	7.06317341					0.1		5181	0.82	0.79	4.57			-0.08
Transit	1	0.11	59.4970952					0.252		4709	0.78	0.72	4.62			0.11
Transit	1	0.06	40.5286413					0.303		6778	1.51	1.83	4.09			0.06
Transit	1	0	3.57554956					0.077		5131	0.83	0.79	4.57			0
Transit	1	0.06	136.205626					0.232		4857	0.8	0.74	4.6			0.06
Transit	1	-0.09	2.94194094					0.112		4839	0.76	0.72	4.61			-0.09
Transit	1	0.04	13.32196237					0.192		6805	1.49	1.79	4.1			0.04
Transit	1	-0.02	2.16457097					0.128		4070	0.62	0.6	4.68			-0.02
Transit	1	-0.06	1.57409027					0.082		4106	0.62	0.6	4.68			-0.06
Transit	1	0.1	0.67564949					0.147		5906	1.07	1.08	4.4			0.1
Transit	1	0	25.873148					0.24		5761	0.99	0.99	4.45			0
Transit	1	0.05	1.31155557					0.113		5677	0.98	0.97	4.46			0.05
Transit	1	0.03	1.29123275					0.103		6299	1.22	1.33	4.27			0.03
Transit	1	-0.13	10.65276707					0.204		5323	0.85	0.81	4.56			-0.13
Transit	1	0.09	3.3004192					0.155		6704	1.47	1.78	4.11			0.09
Transit	1	0.07	5.30880656					0.094		5659	0.98	0.97	4.46			0.07
Transit	1	0.05	0.74092842					0.112		5218	0.86	0.82	4.55			0.05
Transit	1	0.03	11.95398936					0.196		4407	0.7	0.67	4.63			0.03
Transit	1	-0.04	0.88184115					0.116		5188	0.83	0.79	4.57			-0.04
Transit	1	0.1	10.3108245					0.128		5570	0.96	0.94	4.48			0.1
Transit	1	-0.1	25.3842686					0.201		5747	0.96	0.94	4.48			-0.1
Transit	1	0.3	16.3583055					0.168		6161	1.36	1.72	4.1			0.3
Transit	1	0.03	13.9093583					0.126		6370	1.26	1.44	4.23			0.03
Transit	1	-0.06	15.36262753					0.173		4919	0.78	0.74	4.6			-0.06
Transit	1	0.41	2.88879862					0.076		5732	1.15	1.29	4.27			0.41
Transit	1	0.11	6.73972381					0.111		5733	1.02	1.03	4.41			0.11
Transit	1	0.02	2.27952666					0.083		5046	0.82	0.77	4.58			0.02
Transit	1	-0.14	99.2530951					0.158		5078	0.81	0.74	4.61			-0.14
Transit	1	-0.01	6.48021673					0.105		5753	0.98	0.98	4.45			-0.01
Transit	1	0.04	54.4092333					0.15		5840	1.03	1.1	4.36			0.04
Transit	1	-0.11	15.1410397					0.175		5479	0.88	0.85	4.53			-0.11
Transit	1	-0.09	2.44357812					0.071		5697	0.95	0.92	4.5			-0.09
Transit	1	0.06	3.93766373					0.124		6481	1.64	2.55	3.84			0.06
Transit	1	0.12	3.78470649					0.071		6138	1.17	1.23	4.33			0.12
Transit	1	0.04	18.2206421					0.185		6195	1.18	1.27	4.3			0.04
Transit	1	0	47.449955					0.153		6026	1.09	1.12	4.37			0
Transit	1	-0.03	1.63865306					0.112		5735	0.97	0.96	4.47			-0.03
Transit	1	0.12	6.790123	0.035	90	8.4	Mass	1.136	7.1	6395	1.51	2.05	3.99	0.799		0.12
Transit	1	0.04	9.06689421					0.145		5044	0.83	0.78	4.58			0.04
Transit	1	0.04	11.20066445					0.15		5964	1.07	1.1	4.39			0.04
Transit	1	0.03	2.03387914					0.068		5416	0.9	0.87	4.53			0.03
Transit	1	0.03	5.19492202					0.191		6060	1.11	1.15	4.36			0.03
Transit	1	-0.09	15.9314739					0.179		5261	0.84	0.8	4.56			-0.09
Transit	1	0.03	28.2274184					0.353		5925	1.05	1.07	4.4			0.03
Transit	1	0.04	11.62905828					0.098		5892	1.05	1.12	4.36			0.04
Transit	1	0.05	20.0711504					0.201		6010	1.1	1.15	4.36			0.05
Transit	1	0	2.99793191					0.079		6170	1.21	1.35	4.25			0
Transit	1	-0.03	0.76486493					0.093		5160	0.83	0.79	4.57			-0.03
Transit	1	0.01	60.866168					0.159		4092	0.63	0.6	4.67			0.01
Transit	1	-0.04	86.1150888					0.252		5664	0.95	0.92	4.49			-0.04
Transit	1	0.04	3.6146051					0.074		5880	1.06	1.27	4.25			0.04
Transit	1	-0.05	13.1829642					0.162		5196	0.84	0.8	4.57			-0.05
Transit	1	-0.02	3.51576315					0.11		4951	0.8	0.75	4.59			-0.02
Transit	1	0.12	0.63642408					0.115		5267	0.89	0.84	4.54			0.12
Transit	1	0.03	1.49514952					0.079		6019	1.09	1.15	4.35			0.03
Transit	1	0.02	20.3505213					0.089		5839	1.02	1.02	4.43			0.02
Transit	1	0	22.4764425					0.148		4770	0.77	0.72	4.61			0
Transit	1	0.04	42.5215895					0.255		5796	1.01	1.01	4.43			0.04
Transit	1	-0.1	6.69960006					0.114		5187	0.82	0.79	4.57			-0.1
Transit	1	0.05	6.9131112					0.083		6335	1.25	1.42	4.23			0.05
Transit	1	0	18.6051942					0.18		6194	1.15	1.23	4.32			0
Transit	1	-0.02	23.955378					0.095		4939	0.79	0.75	4.59			-0.02
Transit	1	0.01	29.6091744					0.103		5838	1.02	1.07	4.39			0.01
Transit	1	-0.03	14.4541302					0.084		5718	0.97	0.95	4.47			-0.03
Transit	1	0.03	14.2563227					0.139		5831	1.02	1.02	4.43			0.03
Transit	1	0.06	0.96897238					0.098		5793	1.01	1.01	4.44			0.06
Transit	1	0.35	10.67607169					0.146		6184	1.28	1.36	4.28			0.35
Transit	1	0.04	4.48487493					0.115		5902	1.05	1.07	4.4			0.04
Transit	1	-0.03	2.46050993					0.105		4796	0.77	0.72	4.62			-0.03
Transit	1	0.07	5.86601526					0.131		5806	1.03	1.03	4.42			0.07
Transit	1	0.02	23.9109011					0.198		6031	1.09	1.13	4.37			0.02
Transit	1	0.07	4.13592271					0.139		6097	1.14	1.19	4.34			0.07
Transit	1	0.19	8.05333618					0.099		6291	1.47	2.04	3.98			0.19
Transit	1	-0.03	4.45343281					0.077		6356	1.21	1.32	4.28			-0.03
Transit	1	-0.01	9.705716					0.117		5972	1.06	1.09	4.39			-0.01
Transit	1	-0.02	10.9295461					0.122		5557	0.93	0.9	4.51			-0.02
Transit	1	0.2	2.31942009					0.084		5530	0.97	0.96	4.46			0.2
Transit	1	-0.03	8.07392849					0.13		3578	0.46	0.43	4.83			-0.03
Transit	1	0.04	39.859484					0.112		5698	0.98	0.96	4.46			0.04
Transit	1	0.01	39.4419839					0.117		5802	1	1	4.45			0.01
Transit	1	0.26	81.4162941					0.351		6394	1.34	1.44	4.25			0.26
Transit	1	0	2.41811321					0.087		6289	1.19	1.27	4.3			0
Transit	1	0.06	33.42035034					0.194		5810	1.03	1.05	4.4			0.06
Transit	1	-0.03	10.60052251					0.086		6150	1.13	1.26	4.28			-0.03
Transit	1	0.11	0.68996783					0.073		4865	0.81	0.75	4.6			0.11
Transit	1	-0.03	56.6747285					0.259		5722	0.97	0.95	4.47			-0.03
Transit	1	-0.16	12.27065865					0.144		5774	0.95	0.93	4.49			-0.16
Transit	1	0.04	13.2274528					0.15		5979	1.08	1.1	4.39			0.04
Transit	1	-0.02	54.5094166					0.153		4524	0.71	0.68	4.63			-0.02
Transit	1	0.01	35.622233					0.299		5782	1	0.99	4.45			0.01
Transit	1	0.14	42.913751					0.241		6101	1.41	2.06	3.95			0.14
Transit	1	0.01	47.1611696					0.238		5665	0.97	0.94	4.48			0.01
Transit	1	-0.02	47.0319479					0.168		5448	0.9	0.86	4.53			-0.02
Transit	1	-0.02	49.276764					0.193		4075	0.62	0.6	4.68			-0.02
Transit	1	-0.09	18.1373829					0.102		4231	0.64	0.62	4.67			-0.09
Transit	1	-0.05	51.1110243					0.178		5866	1.01	1.01	4.43			-0.05
Transit	1	0.02	47.9872764					0.246		5653	0.96	0.94	4.48			0.02
Transit	1	0.01	62.8691611					0.121		4828	0.78	0.74	4.61			0.01
Transit	1	-0.02	29.9633247					0.175		4422	0.7	0.67	4.64			-0.02
Transit	1	-0.04	29.3494775					0.181		4919	0.79	0.74	4.6			-0.04
Transit	1	0.06	65.6488341					0.341		5756	1	1	4.45			0.06
Transit	1	0	25.15864					0.166		5679	0.96	0.95	4.47			0
Transit	1	-0.06	31.8277111					0.158		4726	0.75	0.71	4.62			-0.06
Transit	1	-0.07	31.1750448					0.138		5884	1.01	1.02	4.43			-0.07
Transit	1	-0.07	47.0569043					0.294		5332	0.86	0.82	4.55			-0.07
Transit	1	0.02	21.8635301					0.25		5507	0.92	0.89	4.51			0.02
Transit	1	-0.01	16.2950903					0.095		4961	0.8	0.76	4.59			-0.01
Transit	1	-0.03	3.63899398					0.126		5660	0.95	0.93	4.48			-0.03
Transit	1	0.03	38.1312831					0.17		6159	1.16	1.25	4.31			0.03
Transit	1	-0.01	14.4273551					0.106		6046	1.09	1.09	4.4			-0.01
Transit	1	0.04	36.4333452					0.193		5870	1.04	1.04	4.42			0.04
Transit	1	0.03	82.177374					0.261		6214	1.18	1.28	4.29			0.03
Transit	1	0.06	10.35863224					0.149		5663	0.98	0.96	4.47			0.06
Transit	1	-0.06	11.55530021					0.105		5100	0.81	0.78	4.58			-0.06
Transit	1	0.03	26.0840594					0.154		5904	1.04	1.06	4.41			0.03
Transit	1	-0.02	14.53261362					0.163		5796	0.99	0.98	4.45			-0.02
Transit	1	0.07	22.12679948					0.149		5156	0.85	0.81	4.56			0.07
Transit	1	0.04	5.94220998					0.11		4908	0.8	0.75	4.6			0.04
