pl_pnum	pl_bmassj	st_teff	st_mass	st_rad	st_metfe	B_V	nuts	st_metfe		multiP
1		5665	0.94	0.93	-0.09		5665	-0.09		
1		5667	0.96	0.94	0.01		5667	0.01		
1		5667	0.95	0.92	-0.07		5667	-0.07		
1	7.03	5668	1.01		0.34	0.753	5668	0.34		
1		5668	0.96	0.87	-0.1		5668	-0.1		
1	0.653	5670	1.03	1.07	0.16	0.749	5670	0.16		
1		5671	0.95	0.93	-0.05		5671	-0.05		
1		5672	0.99	0.97	0.09		5672	0.09		
1	10.98	5673	0.83	1.24	-0.774	0.517	5673	-0.774		
1	1.68	5674	0.99		0.038	0.66	5674	0.038		
1		5674	1	1.32	0.07		5674	0.07		
1	0.917	5675	1.08	1.12	0.16		5675	0.16		
1		5675	0.96	0.95	0.01		5675	0.01		
1	1.9	5675	0.98	0.96	0.02	0.97	5675	0.02		
1		5676	0.95	0.93	-0.05		5676	-0.05		
1		5677	0.98	0.97	0.05		5677	0.05		
1		5677	0.96	0.94	0.01		5677	0.01		
1		5677	0.97	0.94	0.01		5677	0.01		
1		5678	0.96	0.95	-0.03		5678	-0.03		
1	0.138	5679	1.06	1.09	0.21		5679	0.21		
1		5679	0.96	0.95	0		5679	0		
1		5679	0.97	0.95	0.04		5679	0.04		
1		5679	0.96	0.94	-0.02		5679	-0.02		
1	0.626	5680	1.02	1.1	0.12		5680	0.12		
1	6.21	5680	1.11		0.17	0.706	5680	0.17		
1		5680	0.96	0.95	-0.02		5680	-0.02		
1		5681	0.95	0.93	-0.07		5681	-0.07		
1		5682	0.98	0.96	0.04		5682	0.04		
1		5683	0.95	0.94	-0.09		5683	-0.09		
1		5683	0.97	0.95	-0.01		5683	-0.01		
1	0.0866	5684	1.15	1.6	0.25	0.707	5684	0.25		
1	0.0442	5685	0.83		-0.31	0.65	5685	-0.31		
1		5685	0.97	0.96	0.02		5685	0.02		
1		5686	0.93	0.86	-0.18		5686	-0.18		
1	1.56	5688	0.99		0.2	0.726	5688	0.2		
1	5.45	5688	1.02	1.22	0.25	0.686	5688	0.25		
1		5688	0.96	0.97	0		5688	0		
1	0.44	5690	0.89	1.14	-0.48	0.61	5690	-0.48		
1		5690	0.95	0.98	-0.06		5690	-0.06		
1	0.027	5690	1	1.02	0.04		5690	0.04		
1		5692	0.98	0.96	0.04		5692	0.04		
1		5692	0.97	0.96	0.01		5692	0.01		
1		5693	0.98	0.96	0.04		5693	0.04		
1		5694	0.98	0.96	0.01		5694	0.01		
1		5694	0.96	0.94	-0.05		5694	-0.05		
1	0.172	5695	1.11		0.295	0.72	5695	0.295		
1		5695	1.01	1.2	0.15		5695	0.15		
1		5697	0.95	0.92	-0.09		5697	-0.09		
1		5697	0.97	0.89	-0.08		5697	-0.08		
1		5698	0.8	0.78	-0.54	0.708	5698	-0.54		
1		5698	0.98	0.96	0.04		5698	0.04		
1		5698	0.98	0.97	0.03		5698	0.03		
1	0.041	5699	1.08	1.41	0.3		5699	0.3		
1	0.92	5700	1.1	1.1	0.39		5700	0.39		
1	6.86	5700	0.96	0.86	-0.16	0.68	5700	-0.16		
1		5700	0.97	0.95	0		5700	0		
1	1.16	5700	1.16	1.44	0.29		5700	0.29		
1	1.58	5700	0.96	1.03	0.09	0.66	5700	0.09		
1	1.78	5700	1.32	1.55	-0.04		5700	-0.04		
1		5701	0.97	0.96	0.01		5701	0.01		
1		5703	0.96	0.95	-0.03		5703	-0.03		
1		5705	0.96	0.94	-0.08		5705	-0.08		
1	1.97	5706	1.05		0.164	0.71	5706	0.164		
1		5706	0.96	0.93	-0.07		5706	-0.07		
1		5706	0.99	0.97	0.05		5706	0.05		
1		5706	0.95	0.92	-0.11		5706	-0.11		
1		5706	0.95	0.93	-0.09		5706	-0.09		
1		5708	0.97	0.96	0		5708	0		
1		5709	0.99	0.99	0.07		5709	0.07		
1		5710	0.97	0.95	-0.01		5710	-0.01		
1		5710	0.97	0.95	0		5710	0		
1		5712	0.98	0.97	0.02		5712	0.02		
1		5713	1.02	1.13	0.15		5713	0.15		
1		5714	0.98	1.11	0.03		5714	0.03		
1	0.613	5715	0.99	1.11	0.02	0.715	5715	0.02		
1		5715	0.96	0.94	-0.05		5715	-0.05		
1		5715	0.98	0.96	0.02		5715	0.02		
1		5715	1	0.94	0.05		5715	0.05		
1		5717	0.99	0.98	0.04		5717	0.04		
1		5718	0.97	0.95	-0.03		5718	-0.03		
1		5718	0.97	0.97	-0.01		5718	-0.01		
1		5718	0.98	0.96	0.01		5718	0.01		
1		5719	0.99	0.92	-0.02		5719	-0.02		
1	1.284	5720	1.24	1.52	0.32	0.78	5720	0.32		
1		5721	1	1.28	0.04		5721	0.04		
1		5722	0.99	0.98	0.04		5722	0.04		
1		5722	0.97	0.95	-0.03		5722	-0.03		
1		5723	0.98	0.94	-0.02		5723	-0.02		
1		5723	0.98	0.96	-0.01		5723	-0.01		
1		5723	1	0.99	0.06		5723	0.06		
1	1.88	5724	1.08		0.266	0.72	5724	0.266		
1		5724	0.96	0.94	-0.08		5724	-0.08		
1	0.34	5725	0.91	0.92	-0.21		5725	-0.21		
1	2.18	5726	1.1	1.15	0.16	0.711	5726	0.16		
1		5726	1	1.01	0.07		5726	0.07		
1	7.75	5727	0.99		-0.029	0.65	5727	-0.029		
1	0.7	5727	0.94		0.11	0.6	5727	0.11		
1	0.04531	5727	1.01	1	-0.09	0.657	5727	-0.09		
1		5727	0.98	0.97	0		5727	0		
1		5728	1	0.99	0.06		5728	0.06		
1	0.48	5729	1.36		0.18	0.7	5729	0.18		
1	1.36	5730	1.1		0.2	0.668	5730	0.2		
1	0.02706	5730	0.88	1.23	-0.53	0.659	5730	-0.53		
1		5730	0.94	0.92	-0.17		5730	-0.17		
1		5730	1	0.99	0.06		5730	0.06		
1		5732	1.15	1.29	0.41		5732	0.41		
1		5732	0.99	0.97	0.02		5732	0.02		
1		5733	1.02	1.03	0.11		5733	0.11		
1		5734	0.99	0.98	0.04		5734	0.04		
1		5735	0.97	0.96	-0.03		5735	-0.03		
1		5735	0.98	0.95	-0.02		5735	-0.02		
1	1.45	5737	0.94	1	-0.12	0.672	5737	-0.12		
1	6.1	5737	1		-0.18	0.928	5737	-0.18		
1	3.27	5738	0.97	1.24	-0.1	0.643	5738	-0.1		
1	2.43	5740	1.04	1.59	0		5740	0		
1		5740	1	0.98	0.03		5740	0.03		
1	0.899	5740	1.17	1.28	0.18	0.48	5740	0.18		
1		5741	1.05	0.98	0.21		5741	0.21		
1	1.044	5743	1.18	1.53	0.27		5743	0.27		
1		5743	0.99	0.98	0.03		5743	0.03		
1		5743	0.95	0.93	-0.13		5743	-0.13		
1		5743	0.99	0.99	0.03		5743	0.03		
1		5744	0.98	0.96	-0.04		5744	-0.04		
1		5745	0.98	0.97	0		5745	0		
1	1.5	5746	1.09		0.289	0.721	5746	0.289		
1	1.56	5746	0.96	1.02	-0.06	0.662	5746	-0.06		
1		5746	0.91	1.41	-0.35		5746	-0.35		
1		5746	0.99	1.02	0.02		5746	0.02		
1		5747	0.97	0.95	-0.04		5747	-0.04		
1		5747	0.96	0.94	-0.1		5747	-0.1		
1		5747	1.01	1.24	0.05		5747	0.05		
1	4.32	5747	1.13	1.08	0.377		5747	0.377		
1		5748	1.07	1.04	0.27		5748	0.27		
1	0.56	5750	1.15	1.29	0.38		5750	0.38		
1	0.941	5750	1.17	1.29	0.27		5750	0.27		
1	0.58	5752	1	1.32	0.03	0.687	5752	0.03		
1	2.82	5752	1.1		0.31	0.709	5752	0.31		
1		5753	0.98	0.96	-0.03		5753	-0.03		
1		5753	1	0.98	0.03		5753	0.03		
1		5753	0.98	0.98	-0.01		5753	-0.01		
1	0.867	5754	1.21	1.67	0.272	0.712	5754	0.272		
1		5754	1.01	1.01	0.09		5754	0.09		
1		5754	1.01	1.02	0.07		5754	0.07		
1		5754	1	1	0.04		5754	0.04		
1		5756	0.98	0.97	0		5756	0		
1		5756	1	1	0.06		5756	0.06		
1		5757	1.04	1.11	0.21		5757	0.21		
1		5758	1.08	1.36	0.21		5758	0.21		
1	6.8	5759	1	1	0.02	0.656	5759	0.02		
1		5759	0.95	0.93	-0.16		5759	-0.16		
1		5760	1.02	1.05	0.11		5760	0.11		
1		5761	0.99	0.99	0		5761	0		
1		5761	1.01	1.01	0.06		5761	0.06		
1		5762	0.98	0.98	-0.03		5762	-0.03		
1		5763	0.98	0.97	-0.03		5763	-0.03		
1		5763	1.07	0.99	0.23		5763	0.23		
1	0.59	5763	1.11	1.22	-0.006	0.96	5763	-0.006		
1	1.9	5765	1.13	1.67	-0.11	0.645	5765	-0.11		
1		5765	1	0.99	0.04		5765	0.04		
1		5765	1	0.99	0.02		5765	0.02		
1	0.05129	5766	0.96	0.93	-0.15	0.918	5766	-0.15		
1		5767	0.99	0.99	0.02		5767	0.02		
1		5769	1.01	1.02	0.05		5769	0.05		
1		5769	0.97	0.96	-0.08		5769	-0.08		
1	12.4	5770	1.12	1.55	-0.17	0.661	5770	-0.17		
1	0.68	5770	1.31	1.86	0.34	0.739	5770	0.34		
1		5770	1	1.2	0.01		5770	0.01		
1		5770	0.99	1.16	0		5770	0		
1		5770	0.98	0.96	-0.06		5770	-0.06		
1		5771	0.99	0.98	-0.02		5771	-0.02		
1		5771	1.01	1	0.04		5771	0.04		
1		5772	0.97	0.96	-0.07	0.689	5772	-0.07		
1		5772	1	1	0.04		5772	0.04		
1		5772	1	1	0.03		5772	0.03		
1		5773	0.99	0.99	0.02		5773	0.02		
1		5774	0.95	0.93	-0.16		5774	-0.16		
1		5776	0.99	0.97	-0.03		5776	-0.03		
1		5776	1.01	1.01	0.05		5776	0.05		
1		5777	0.99	0.98	-0.02		5777	-0.02		
1		5778	1	1	0.02		5778	0.02		
1		5778	1.01	1	0.06		5778	0.06		
1	1.47	5780	1.12	1.2	0.28		5780	0.28		
1		5780	1	0.99	0		5780	0		
1		5780	1	0.99	0.03		5780	0.03		
1	0.37	5781	0.92	1.39	-0.53	0.585	5781	-0.53		
1	2.45	5781	1.16	1.05	0.26		5781	0.26		
1		5782	1	1.06	0.02		5782	0.02		
1		5782	1	0.99	0.01		5782	0.01		
1		5785	0.99	1.08	-0.01		5785	-0.01		
1		5785	0.98	0.99	-0.03		5785	-0.03		
1	3.69	5788	1.07		0.068	0.66	5788	0.068		
1		5789	1.02	1.02	0.07		5789	0.07		
1	0.05078	5790	0.99		-0.04	0.635	5790	-0.04		
1		5791	1.01	1.07	0.04		5791	0.04		
1		5791	0.99	0.98	-0.02		5791	-0.02		
1		5792	1.02	1.02	0.05		5792	0.05		
1	0.472	5793	1.12	1.2	0.2	0.67	5793	0.2		
1		5793	1.01	1.01	0.06		5793	0.06		
1	0.26	5794	1.12		0.17	0.67	5794	0.17		
1		5794	0.99	0.99	-0.02		5794	-0.02		
1		5796	1.01	1.01	0.04		5796	0.04		
1		5796	0.99	0.98	-0.02		5796	-0.02		
1	0.21	5797	1.12		0.314	0.702	5797	0.314		
1		5797	0.99	0.99	-0.03		5797	-0.03		
1		5797	1.01	1.02	0.03		5797	0.03		
1	1.43	5798	1.02	1.09	0.01	0.63	5798	0.01		
1		5798	0.92	0.93	-0.26		5798	-0.26		
1		5800	1.01	1.01	0.03	0.732	5800	0.03		
1	0.29	5800	0.96	1.35	-0.19		5800	-0.19		
1	1	5800	1.12	1.35	0.15		5800	0.15		
1	0.28	5800	1.12	1.27	0.17		5800	0.17		
1	0.3	5800	0.89	1.14	-0.46		5800	-0.46		
1	0.89	5800	0.94	1.17	-0.45		5800	-0.45		
1		5802	1	1	0.01		5802	0.01		
1		5802	1.01	1.09	0.03		5802	0.03		
1		5803	1.03	1.04	0.1		5803	0.1		
1		5806	1.01	1.01	0.03		5806	0.03		
1		5806	1.03	1.03	0.07		5806	0.07		
1		5806	1.01	1.01	0.03		5806	0.03		
1		5807	1.01	1.06	0.02		5807	0.02		
1	0.582	5808	1.01	1.01	-0.03	0.664	5808	-0.03		
1		5808	1.01	1	0.02		5808	0.02		
1		5808	1.01	1.01	0.03		5808	0.03		
1		5809	1.05	1.37	0.06		5809	0.06		
1	0.67	5810	1.14	1.22	0.3	0.684	5810	0.3		
1		5810	1.03	1.05	0.06		5810	0.06		
1		5812	1.02	1.02	0.04		5812	0.04		
1		5813	1.02	1.03	0.03		5813	0.03		
1		5813	1.01	1.05	0.01		5813	0.01		
1		5815	1.02	1.02	0.04		5815	0.04		
1		5816	1.02	1.02	0.03		5816	0.03		
1		5816	1.06	1.34	0.12		5816	0.12		
1		5817	0.96	0.99	-0.14		5817	-0.14		
1		5818	0.99	0.99	-0.04		5818	-0.04		
1		5820	1.05	1.31	0.06		5820	0.06		
1	1.1	5820	0.98	1.09	-0.05		5820	-0.05		
1		5820	1	1.01	-0.02		5820	-0.02		
1		5820	1	0.99	-0.03		5820	-0.03		
1	0.95	5821	1		-0.262	0.52	5821	-0.262		
1	3.58	5821	1.1		0.32	0.712	5821	0.32		
1		5825	1.03	1.03	0.06		5825	0.06		
1	1.88	5829	1.02	1.23	0.03	0.642	5829	0.03		
1		5829	1.02	1.04	0.03		5829	0.03		
1		5830	1.02	1.03	0.05		5830	0.05		
1		5831	1.02	1.02	0.03		5831	0.03		
1		5831	1.03	1.04	0.06		5831	0.06		
1		5833	1.02	1.01	0.02		5833	0.02		
1		5834	1.03	1.04	0.06		5834	0.06		
1		5834	1.09	1.11	0.24		5834	0.24		
1	0.527	5835	1.21	1.86	0.1		5835	0.1		
1		5835	1.01	1	0		5835	0		
1		5835	1.03	1.03	0.06		5835	0.06		
1	0.79	5836	1.07	1.38	0.14	0.641	5836	0.14		
1		5836	1.04	1.06	0.09		5836	0.09		
1		5837	1.01	1	-0.02		5837	-0.02		
1		5837	1.03	1.03	0.02		5837	0.02		
1		5837	1.03	1.09	0.04		5837	0.04		
1		5838	1.02	1.07	0.01		5838	0.01		
1	0.574	5838	1.26	1.13	0.34	0.045	5838	0.34		
1		5839	0.99	0.99	-0.07		5839	-0.07		
1		5839	1.02	1.02	0.02		5839	0.02		
1		5839	1.19	1.38	0.34		5839	0.34		
1		5839	1.03	1.04	0.04		5839	0.04		
1		5840	1.03	1.1	0.04		5840	0.04		
1		5840	1.02	1.02	0.04		5840	0.04		
1		5842	1.03	1.03	0.04		5842	0.04		
1		5842	1	0.99	-0.04		5842	-0.04		
1		5842	0.96	0.88	-0.23		5842	-0.23		
1	0.77	5844	1.01	1.02	0.1	0.64	5844	0.1		
1		5844	1.01	1.02	-0.01		5844	-0.01		
1		5845	1	1	-0.05		5845	-0.05		
1	1.338	5846	1.13	1.09	0.3	0.715	5846	0.3		
1		5849	1.02	1.06	-0.01		5849	-0.01		
1		5849	1.08	1.35	0.13		5849	0.13		
1		5849	1.03	1.06	0.04		5849	0.04		
1		5849	1.04	1.04	0.06		5849	0.06		
1		5850	0.97	0.96	-0.14	0.648	5850	-0.14		
1		5850	0.97	1.1	-0.14		5850	-0.14		
1		5850	1.04	1.01	0.05		5850	0.05		
1	1.197	5850	0.98	1	-0.15	0.619	5850	-0.15		
1		5851	1.01	1.03	0		5851	0		
1		5851	1.03	1.04	0.05		5851	0.05		
1		5852	1	1	-0.07		5852	-0.07		
1	4.01	5853	1.18		0.206	0.677	5853	0.206		
1		5857	1.03	1.03	0.03		5857	0.03		
1	0.077	5857	1.22	1.49	0.17		5857	0.17		
1		5857	1.01	1.02	-0.01		5857	-0.01		
1		5857	1.02	1.02	0.02		5857	0.02		
1		5860	1.05	1.08	0.08		5860	0.08		
1		5860	1.04	1.04	0.06		5860	0.06		
1		5861	1.03	1.03	0.02		5861	0.02		
1		5862	0.99	1	-0.09		5862	-0.09		
1		5863	1.06	1.29	0.06		5863	0.06		
1		5863	1.03	1.04	0.01		5863	0.01		
1		5865	1.04	1.05	0.06		5865	0.06		
1		5865	1.04	1.11	0.04		5865	0.04		
1		5866	1.01	1.01	-0.05		5866	-0.05		
1		5866	1.04	1.06	0.03		5866	0.03		
1		5867	0.98	1.01	-0.14		5867	-0.14		
1		5869	1.04	1.07	0.05		5869	0.05		
1		5869	1.01	1.02	-0.04		5869	-0.04		
1	6.92	5870	1.01		-0.07	0.616	5870	-0.07		
1		5870	1.04	1.04	0.04		5870	0.04		
1		5870	1.01	1.02	-0.06		5870	-0.06		
1	0.729	5870	1.08	1.28	-0.36		5870	-0.36		
1		5871	0.97	0.94	-0.17		5871	-0.17		
1		5871	1.04	1.04	0.02		5871	0.02		
1		5875	0.97	0.9	-0.21		5875	-0.21		
1		5876	1.05	1.06	0.05		5876	0.05		
1		5877	1.1	1.15	0.22		5877	0.22		
1	9.316	5879	1.03	0.99	0.12	0.622	5879	0.12		
1	4.24	5880	1.14	1.02	0.14		5880	0.14		
1	0.526	5880	1.1	1.1	0.15		5880	0.15		
1		5880	1.06	1.27	0.04		5880	0.04		
1		5882	1.04	1.07	0.03		5882	0.03		
1	1.21	5883	1.11		0.06	0.62	5883	0.06		
1		5884	1.06	1.08	0.06		5884	0.06		
1		5884	1.04	1.12	0.03		5884	0.03		
1		5884	1.01	1.02	-0.07		5884	-0.07		
1		5884	1.05	0.98	0.01		5884	0.01		
1	2.07	5885	1.1	1.09	0.13		5885	0.13		
1		5885	1.02	1.03	-0.03		5885	-0.03		
1	18.15	5886	1.1	1.16	0.32	0.69	5886	0.32		
1		5886	1.05	1.15	0.03		5886	0.03		
1		5887	1.03	1.05	0.01		5887	0.01		
1		5887	1.06	1.07	0.09		5887	0.09		
1		5888	1.03	1.03	0		5888	0		
1		5889	0.94	1.17	-0.27		5889	-0.27		
1		5890	1.02	1.03	-0.02		5890	-0.02		
1		5890	1.08	1.11	0.13		5890	0.13		
1	0.475	5890	1.32	1.61	0.1		5890	0.1		
1	2.9	5892	1.15		0.229	0.67	5892	0.229		
1		5892	1.05	1.12	0.04		5892	0.04		
1		5892	1.06	1.08	0.08		5892	0.08		
1		5893	1.05	1.06	0.04		5893	0.04		
1		5894	1.15	1.14	0.34		5894	0.34		
1		5894	1.03	1.04	0		5894	0		
1		5895	1.03	1.04	-0.01		5895	-0.01		
1		5896	1.14	1.29	0.23		5896	0.23		
1		5899	1.02	1.15	-0.05		5899	-0.05		
1	2.8	5900	1.14	1.61	0.05		5900	0.05		
1	10.39	5900	1.05	1.08	-0.1		5900	-0.1		
1	0.74	5900	1.25	2.16	-0.12	0.601	5900	-0.12		
1	1	5900	1	0.9	0.15		5900	0.15		
1	2.69	5900	1.25	1.37	0.29		5900	0.29		
1	0.514	5900	1.08	1.14	-0.04		5900	-0.04		
1		5901	1.05	1.06	0.04		5901	0.04		
1	0.33	5902	0.96	1.01	-0.2	0.61	5902	-0.2		
1		5902	1.05	1.07	0.04		5902	0.04		
1		5902	1.05	1.08	0.04		5902	0.04		
1	0.28	5903	1.2	1.24	0.25	0.657	5903	0.25		
1	0.92	5903	1.06	1.02	0.05	0.632	5903	0.05		
1		5903	1.06	1.08	0.07		5903	0.07		
1	0.87	5904	0.98	1.18	-0.16	0.58	5904	-0.16		
1	7.71	5904	1.16		0.33	0.608	5904	0.33		
1		5904	1.06	1.09	0.05		5904	0.05		
1		5904	1.04	1.06	0.03		5904	0.03		
1		5904	1.04	1.07	0.03		5904	0.03		
1		5904	1.03	1.04	-0.03		5904	-0.03		
1		5905	1.06	1.08	0.07		5905	0.07		
1		5906	1.07	1.08	0.1		5906	0.1		
1		5906	1.03	1.05	0.01		5906	0.01		
1		5908	1.08	1.21	0.12		5908	0.12		
1		5909	1.06	1.06	0.05		5909	0.05		
1		5909	1.04	1.05	0		5909	0		
1		5911	1.04	1.04	-0.01		5911	-0.01		
1	0.95	5911	1.24	1.69	0.22		5911	0.22		
1		5913	1.04	1.04	0		5913	0		
1		5913	1.04	1.06	0		5913	0		
1	0.22	5913	1.05	1.16	-0.07		5913	-0.07		
1		5913	1.04	1.04	-0.03		5913	-0.03		
1		5913	1.11	1.16	0.19		5913	0.19		
1		5919	1.05	1.12	0.02		5919	0.02		
1	2.98	5920	1.01		0.05	0.66	5920	0.05		
1		5920	1.04	1.06	0		5920	0		
1	1.06	5921	1.04	1.07	0	0.598	5921	0		
1	0.48	5922	1.13	1.06	0.21	0.621	5922	0.21		
1		5923	1.03	1.14	-0.06		5923	-0.06		
1		5923	1.02	1.02	-0.08		5923	-0.08		
1		5924	1.04	1.05	0.01		5924	0.01		
1		5925	1.05	1.07	0.03		5925	0.03		
1	3.15	5926	1.06	1.36	-0.02	0.612	5926	-0.02		
1		5926	1.06	1.09	0.06		5926	0.06		
1	2.45	5927	1.01		-0.15	0.58	5927	-0.15		
1		5928	1.06	1.08	0.04		5928	0.04		
1		5931	1.12	1.17	0.18		5931	0.18		
1		5932	1.06	1.09	0.03		5932	0.03		
1		5933	1.08	1.22	0.07		5933	0.07		
1		5933	1.21	1.59	0.19		5933	0.19		
1	0.441	5933	1.36	1.97	0.11		5933	0.11		
1		5934	1.07	1.1	0.08		5934	0.08		
1		5935	1.06	1.08	0.05		5935	0.05		
1		5935	1.05	1.06	0.01		5935	0.01		
1		5936	1.04	1.04	-0.04		5936	-0.04		
1	0.038	5939	1.1	1.14	0.17	0.796	5939	0.17		
1		5940	1.07	1.09	0.04		5940	0.04		
1	1.769	5940	1.29	1.43	0.14		5940	0.14		
1	0.311	5940	1.2	1.39	-0.008	0.49	5940	-0.008		
1	6.11	5941	1.17		0.315	0.66	5941	0.315		
1		5941	1.09	1.14	0.11		5941	0.11		
1	0.706	5943	1.09	1.06	0.06	0.661	5943	0.06		
1		5944	1.25	1.94	0.05		5944	0.05		
1		5944	1.06	1.08	0.02		5944	0.02		
1	1.308	5945	1.09	1.01	0.01		5945	0.01		
1		5945	1.09	1.14	0.09		5945	0.09		
1		5946	1.06	1.08	0.03		5946	0.03		
1		5946	1.02	1.08	-0.1		5946	-0.1		
1	0.432	5947	1.17	1.48	0.07		5947	0.07		
1	0.679	5948	1.11	1.21	0.09	0.608	5948	0.09		
1		5949	1.06	1.09	0.03		5949	0.03		
1	1.03	5950	0.95	1.11	-0.3		5950	-0.3		
1	10.27	5950	1.1		0.048	0.6	5950	0.048		
1	3.07	5950	1.12	1.02	0.29	0.66	5950	0.29		
1		5954	1.08	1.11	0.08		5954	0.08		
1		5954	1.09	1.13	0.09		5954	0.09		
1	1.484	5956	1.09	1.21	0		5956	0		
1		5956	1.1	1.16	0.09		5956	0.09		
1		5956	1.09	1.19	0.09		5956	0.09		
1		5957	1.06	1.08	0.01		5957	0.01		
1		5957	1.07	1.11	0.04		5957	0.04		
1		5958	1.07	1.09	0.04		5958	0.04		
1		5958	1.06	1.11	0.03		5958	0.03		
1	2.361	5959	1.08	0.98	-0.26		5959	-0.26		
1	1.06	5960	1.16	1.17	0.24		5960	0.24		
1	3.18	5960	1.13		-0.17	0.58	5960	-0.17		
1	0.5	5960	1.23	1.71	0.16	0.58	5960	0.16		
1	1.86	5960	1.18		0.324	0.625	5960	0.324		
1	2.71	5961	1.17	0.96	-0.01	0.61	5961	-0.01		
1		5961	1.06	1.08	0.01		5961	0.01		
1		5961	1.06	1.08	0.01		5961	0.01		
1		5961	1.06	1.09	0		5961	0		
1		5961	1.14	1.25	0.19		5961	0.19		
1		5962	1.04	0.97	-0.2		5962	-0.2		
1		5963	1.11	1.16	0.15		5963	0.15		
1		5964	1.07	1.1	0.04		5964	0.04		
1		5965	1.08	1.12	0.06		5965	0.06		
1		5965	1.04	1.06	-0.04		5965	-0.04		
1	13	5966	1.02	1.27	-0.135	0.578	5966	-0.135		
1		5967	1.11	1.15	0.14		5967	0.14		
1		5967	1.08	1.1	0.04		5967	0.04		
1	10.57	5969	1.35	2.12	0.17	0.557	5969	0.17		
1	0.15	5970	1.08	0.79	0		5970	0		
1		5970	1.07	1.09	0.03		5970	0.03		
1	0.95	5970	1.48	1.64	0.39		5970	0.39		
1		5971	1.09	1.14	0.06		5971	0.06		
1		5971	1.09	1.12	0.08		5971	0.08		
1	5.14	5972	1.38	2.29	0.03	0.575	5972	0.03		
1	2.3	5972	1.38	2.29	0.03	0.575	5972	0.03		
1		5972	1.06	1.09	-0.01		5972	-0.01		
1	0.43	5972	1.15	1.24	0.23		5972	0.23		
1		5973	1.11	1.12	0.15		5973	0.15		
1		5975	1.08	1.08	0.05		5975	0.05		
1		5975	1.06	1.09	-0.01		5975	-0.01		
1	2.86	5977	1.2	1.38	0.25		5977	0.25		
1		5979	1.08	1.1	0.04		5979	0.04		
1	0.525	5980	1.15	1.17	0.13	0.56	5980	0.13		
1	0.94	5980	1.28	1.88	0.11	0.598	5980	0.11		
1		5981	1.09	1.13	0.06		5981	0.06		
1		5983	1.05	1.07	-0.04		5983	-0.04		
1		5985	1.08	1.11	0.04		5985	0.04		
1		5986	1.06	1.1	-0.02		5986	-0.02		
1	4.954	5987	1.04	1.02	-0.04	0.57	5987	-0.04		
1		5987	1.07	1.1	0.01		5987	0.01		
1	3.1	5988	0.91	1.53	-0.48	0.554	5988	-0.48		
1		5988	1.11	1.26	0.07		5988	0.07		
1	0.178	5990	1.08		0.03	0.6	5990	0.03		
1	0.97	5990	1.6	3.1	0.2	0.601	5990	0.2		
1		5991	1.07	1.11	0.01		5991	0.01		
1		5992	1.1	1.15	0.09		5992	0.09		
1		5993	1.11	1.14	0.09		5993	0.09		
1	1.373	5994	1.23	1.53	0.29	0.62	5994	0.29		
1	0.33	5995	1.24	1.2	0.366	0.624	5995	0.366		
1		5995	1.09	1.12	0.04		5995	0.04		
1		5997	1.17	1.3	0.22		5997	0.22		
1	0.34	5998	1.08		-0.12	0.564	5998	-0.12		
1		5998	1.1	1.15	0.07		5998	0.07		
1		5998	1.07	1.11	0.02		5998	0.02		
1	1.26	5999	1.3		0.244	0.62	5999	0.244		
1		6000	1.11	1.14	0.08		6000	0.08		
1		6000	1.1	1.15	0.07		6000	0.07		
1	0.63	6000	1.18	1.12	0.42		6000	0.42		
1	0.907	6000	1.06	1.52	-0.12		6000	-0.12		
1	0.783	6002	1.25	1.88	0.035		6002	0.035		
1		6002	1.07	1.09	-0.01		6002	-0.01		
1	0.91	6003	1.18	1.48	0.047	0.556	6003	0.047		
1		6005	1.08	1.12	0.01		6005	0.01		
1		6007	1.1	1.26	0.02		6007	0.02		
1	4.31	6007	1.15	1.27	-0.041		6007	-0.041		
1	8.52	6010	1.14		0.3	0.64	6010	0.3		
1		6010	1.1	1.15	0.05		6010	0.05		
1	0.84	6010	1.33	1.64	0.26		6010	0.26		
1		6011	1.09	1.12	0.03		6011	0.03		
1		6012	1.11	1.16	0.08		6012	0.08		
1		6014	1.08	1.13	0.02		6014	0.02		
1		6014	1.09	1.14	0.03		6014	0.03		
1	6.9	6017	1.29	1.73	0.18	0.62	6017	0.18		
1		6018	1.08	1.12	0.02		6018	0.02		
1		6019	1.09	1.15	0.03		6019	0.03		
1		6020	1.03	1.07	-0.14		6020	-0.14		
1		6020	1.09	1.13	0.03		6020	0.03		
1	2.51	6021	1.28	1.6	0.27	0.626	6021	0.27		
1		6021	1.08	1.11	0		6021	0		
1	4.77	6022	1.34		0.37	0.66	6022	0.37		
1		6022	1.12	1.23	0.07		6022	0.07		
1	1.11	6024	1.05	1.01	-0.11	0.594	6024	-0.11		
1		6025	1.16	1.25	0.18		6025	0.18		
1		6026	1.09	1.12	0		6026	0		
1		6028	1.11	1.14	0.06		6028	0.06		
1	0.84	6030	1.3	1.78	0.1	0.722	6030	0.1		
1	0.27	6030	1.06	1.53	-0.18		6030	-0.18		
1		6031	1.09	1.13	0.02		6031	0.02		
1	7.6	6035	1.13	1.21	0.05		6035	0.05		
1		6035	1.15	1.22	0.14		6035	0.14		
1		6035	1.06	1.02	-0.09		6035	-0.09		
1	1.88	6036	1.34	2.07	0.14		6036	0.14		
1	0.71	6037	1.33	1.7	0.343	0.656	6037	0.343		
